id,street,house_no,geom
03200,Aachener Straße,11,298136.611 5624134.902
03200,Aachener Straße,12,298111.01 5624098.004
03200,Aachener Straße,13,298145.099 5624146.249
03200,Aachener Straße,60,298224.179 5623600.616
03200,Aachener Straße,69,298262.568 5623535.223
03200,Aachener Straße,82,298303.121 5623401.92
03200,Aachener Straße,84,298306.458 5623396.112
03200,Aachener Straße,89,298362.285 5623357.613
03200,Aachener Straße,94,298371.103 5623313.221
03200,Aachener Straße,95,298412.815 5623324.984
03200,Aachener Straße,96,298392.686 5623298.746
03200,Aachener Straße,111,298532.637 5623205.694
03200,Aachener Straße,111 a,298540.562 5623199.553
03200,Aachener Straße,113,298551.921 5623171.139
03200,Aachener Straße,115,298560.872 5623163.602
03200,Aachener Straße,116,298524.171 5623159.516
03200,Aachener Straße,117,298568.269 5623137.312
03200,Aachener Straße,118,298528.174 5623154.568
03200,Aachener Straße,119,298577.822 5623126.084
03200,Aachener Straße,120,298532.368 5623146.879
03200,Aachener Straße,121,298586.175 5623077.313
03200,Aachener Straße,122,298534.346 5623141.353
03200,Aachener Straße,123,298606.157 5623066.745
03200,Aachener Straße,124,298536.881 5623134.254
03200,Aachener Straße,126,298547.771 5623114.864
03200,Aachener Straße,128,298544.644 5623045.936
03200,Aachener Straße,129,298574.865 5623038.46
03200,Aachener Straße,130,298530.722 5623000.198
03200,Aachener Straße,132,298528.267 5622977.024
03200,Aachener Straße,133,298564.874 5623011.123
03200,Aachener Straße,133 a,298557.246 5623008.85
03200,Aachener Straße,135,298561.514 5622975.882
03200,Aachener Straße,200,298813.492 5622692.969
03200,Aachener Straße,201,298820.372 5622715.945
03200,Aachener Straße,202,298830.386 5622688.39
03200,Aachener Straße,203,298828.788 5622712.461
03200,Aachener Straße,204,298848.229 5622678.141
03200,Aachener Straße,205,298851.802 5622703.139
03200,Aachener Straße,206,298875.776 5622669.531
03200,Aachener Straße,207,298858.2 5622700.478
03200,Aachener Straße,208,298880.659 5622667.48
03200,Aachener Straße,209,298879.446 5622691.722
03200,Aachener Straße,210,298896.804 5622660.765
03200,Aachener Straße,211,298885.822 5622689.012
03200,Aachener Straße,212,298912.322 5622648.445
03200,Aachener Straße,213,298907.197 5622680.151
03200,Aachener Straße,214,298918.089 5622646.127
03200,Aachener Straße,215,298913.638 5622677.493
03200,Aachener Straße,216,298940.653 5622636.583
03200,Aachener Straße,217,298934.976 5622668.854
03200,Aachener Straße,218,298946.22 5622634.326
03200,Aachener Straße,219,298945.75 5622663.891
03200,Aachener Straße,220,298970.833 5622621.692
03200,Aachener Straße,221,298962.326 5622657.452
03200,Aachener Straße,222,298976.46 5622619.404
03200,Aachener Straße,223,298971.393 5622653.716
03200,Aachener Straße,224,299001.727 5622612.601
03200,Aachener Straße,225,298997.743 5622641.588
03200,Aachener Straße,226,299010.588 5622608.992
03200,Aachener Straße,227,299006.36 5622637.623
03200,Aachener Straße,228,299034.001 5622600.273
03200,Aachener Straße,229,299031.843 5622628.75
03200,Aachener Straße,230,299044.86 5622598.367
03200,Aachener Straße,231,299038.173 5622626.862
03200,Aachener Straße,232,299071.212 5622591.512
03200,Aachener Straße,233,299062.811 5622619.596
03200,Aachener Straße,234,299080.58 5622589.456
03200,Aachener Straße,235,299079.275 5622615.875
03200,Aachener Straße,236,299102.064 5622584.591
03200,Aachener Straße,237,299099.025 5622614.943
03200,Aachener Straße,238,299113.608 5622581.972
03200,Aachener Straße,239,299108.338 5622612.844
03200,Aachener Straße,240,299130.562 5622570.377
03200,Aachener Straße,241,299131.357 5622607.606
03200,Aachener Straße,242,299138.661 5622577.387
03200,Aachener Straße,243,299141.024 5622605.342
03200,Aachener Straße,245,299165.324 5622599.27
03200,Aachener Straße,246,299219.5 5622553.709
03200,Aachener Straße,247,299175.007 5622597.039
03200,Aachener Straße,249,299207.399 5622589.689
03200,Aachener Straße,251,299217.342 5622587.451
03200,Aachener Straße,252 g,299399.004 5622495.654
03200,Aachener Straße,252 e,299379.028 5622509.874
03200,Aachener Straße,252 h,299405.39 5622494.161
03200,Aachener Straße,252 f,299395.542 5622500.139
03200,Aachener Straße,252 i,299408.969 5622489.377
03200,Aachener Straße,252,299352.569 5622525.22
03200,Aachener Straße,254,299441.43 5622468.472
03200,Aachener Straße,255,299245.334 5622575.621
03200,Aachener Straße,256,299454.463 5622452.781
03200,Aachener Straße,257,299257.462 5622578.571
03200,Aachener Straße,258,299480.702 5622449.234
03200,Aachener Straße,260,299512.304 5622431.213
03200,Aachener Straße,275,299565.073 5622482.902
03200,Aachener Straße,277,299587.888 5622456.594
03200,Aachener Straße,279,299604.483 5622439.687
03200,Aachener Straße,281,299621.884 5622426.587
03200,Aachener Straße,283,299606.341 5622399.523
03200,Aachener Straße,287,299662.793 5622376.563
03200,Aachener Straße,289,299682.258 5622352.345
03200,Aachener Straße,291,299688.51 5622333.819
03200,Aachener Straße,293,299693.249 5622337.839
02230,Aachener-und-Münchener-Allee,1,293683.424 5627354.953
02230,Aachener-und-Münchener-Allee,5,293733.029 5627231.688
02230,Aachener-und-Münchener-Allee,9,293779.821 5627148.454
03632,AachenMünchener-Platz,1,294621.785 5628398.439
03632,AachenMünchener-Platz,2,294591.302 5628419.671
03632,AachenMünchener-Platz,3,294589.122 5628426.846
03632,AachenMünchener-Platz,4,294578.825 5628458.776
03632,AachenMünchener-Platz,5,294585.841 5628453.817
03632,AachenMünchener-Platz,6,294614.491 5628434.125
03632,AachenMünchener-Platz,7,294621.765 5628429.365
03632,AachenMünchener-Platz,8,294630.075 5628423.493
03632,AachenMünchener-Platz,11,294634.342 5628371.976
03663,Abteiblick,2,294745.197 5627604.753
03663,Abteiblick,4,294759.088 5627595.652
03663,Abteiblick,6,294750.682 5627623.706
03663,Abteiblick,8,294758.05 5627636.325
03663,Abteiblick,10,294765.448 5627649.028
03663,Abteiblick,12,294796.474 5627663.194
03102,Abteigarten,1,301042.672 5623439.401
03102,Abteigarten,2,301085.601 5623412.447
03102,Abteigarten,3,301030 5623454.7
03102,Abteigarten,4,301073.846 5623416.317
03102,Abteigarten,5,301023.15 5623467.75
03102,Abteigarten,6,301082.537 5623532.427
03102,Abteigarten,7,301015.969 5623477.281
03102,Abteigarten,9,301012.376 5623485.305
03102,Abteigarten,11,301058.598 5623610.274
03102,Abteigarten,13,301041.591 5623624.293
03102,Abteigarten,15,301082.737 5623633.81
01001,Abteiplatz,1,295008.927 5627479.789
01001,Abteiplatz,2,294965.264 5627488.09
01001,Abteiplatz,4,294969.155 5627477.562
01001,Abteiplatz,6,294976.887 5627427.443
01001,Abteiplatz,7,295035.798 5627426.085
01001,Abteiplatz,9,295016.612 5627418.956
01001,Abteiplatz,11,295002.091 5627418.777
01001,Abteiplatz,13,294986.59 5627418.108
01002,Abteistraße,1,295058.931 5627468.498
01002,Abteistraße,2 a,295067.366 5627437.344
01002,Abteistraße,3,295190.663 5627329.969
01002,Abteistraße,3 a,295196.819 5627322.894
01002,Abteistraße,4,295075.602 5627430.185
01002,Abteistraße,5 a,295222.12 5627295.483
01002,Abteistraße,5,295210.646 5627306.768
01002,Abteistraße,6,295083.101 5627421.949
01002,Abteistraße,7,295241.646 5627292.16
01002,Abteistraße,8,295094.519 5627409.39
01002,Abteistraße,9 a,295255.348 5627258.4
01002,Abteistraße,9,295252.66 5627279.324
01002,Abteistraße,10,295106.477 5627396.245
01002,Abteistraße,11,295267.303 5627243.241
01002,Abteistraße,12,295123.397 5627380.388
01002,Abteistraße,13,295277.57 5627233.905
01002,Abteistraße,13 a,295280.83 5627229.839
01002,Abteistraße,15,295287.181 5627213.327
01002,Abteistraße,16 a,295233.892 5627189.362
01002,Abteistraße,16,295262.985 5627208.307
01002,Abteistraße,17,295291.226 5627206.015
01002,Abteistraße,18,295272.999 5627190.241
01004,Achterstraße,2,294692.725 5629589.182
01004,Achterstraße,3,294689.372 5629571.189
01004,Achterstraße,4,294684.652 5629586.096
01004,Achterstraße,6,294679.335 5629584.1
01004,Achterstraße,8,294673.338 5629581.842
01004,Achterstraße,10,294666.13 5629579.132
01004,Achterstraße,11,294663.925 5629562.208
01004,Achterstraße,12,294658.983 5629576.659
01004,Achterstraße,14,294651.886 5629573.955
01004,Achterstraße,16,294640.453 5629569.627
01004,Achterstraße,17,294626.881 5629548.428
01004,Achterstraße,18,294626.423 5629564.431
01004,Achterstraße,20,294615.47 5629559.967
01004,Achterstraße,21,294607.901 5629541.072
01004,Achterstraße,22,294620.182 5629588.425
01004,Achterstraße,23,294599.946 5629537.952
01004,Achterstraße,24,294590.774 5629555.758
01004,Achterstraße,25,294587.084 5629533.259
01004,Achterstraße,26,294569.731 5629547.734
01004,Achterstraße,28,294558.101 5629542.691
01004,Achterstraße,33,294565.814 5629525.191
01004,Achterstraße,35,294555.608 5629521.504
01004,Achterstraße,37,294544.288 5629517.309
01004,Achterstraße,13/15,294634.814 5629551.303
01004,Achterstraße,29/31,294574.977 5629528.72
02900,Ackerstraße,1 a,292544.206 5631530.632
02900,Ackerstraße,1 b,292540.403 5631511.185
02900,Ackerstraße,2,292522.733 5631528.633
02900,Ackerstraße,3,292531.867 5631488.241
02900,Ackerstraße,4,292520.958 5631523.58
02900,Ackerstraße,5,292523.265 5631469.145
02900,Ackerstraße,6,292516.558 5631510.966
02900,Ackerstraße,7,292518.325 5631463.461
02900,Ackerstraße,8,292514.747 5631505.782
02900,Ackerstraße,9,292504.782 5631450.798
02900,Ackerstraße,10,292504.285 5631486.639
02900,Ackerstraße,11,292498.504 5631445.441
02900,Ackerstraße,12,292484.454 5631464.774
02900,Ackerstraße,13,292483.398 5631435.875
02900,Ackerstraße,14,292465.754 5631451.631
02900,Ackerstraße,15,292477.081 5631431.607
02900,Ackerstraße,16,292459.064 5631447.108
02900,Ackerstraße,17,292463.425 5631422.084
02900,Ackerstraße,18,292442.496 5631439.432
02900,Ackerstraße,19,292457.846 5631418.296
02900,Ackerstraße,20,292436.487 5631435.392
02900,Ackerstraße,21,292452.303 5631414.468
02900,Ackerstraße,22,292421.544 5631425.358
02900,Ackerstraße,23,292440.345 5631408.105
02900,Ackerstraße,24,292415.414 5631421.323
02900,Ackerstraße,25,292434.73 5631404.42
02900,Ackerstraße,27,292425.855 5631394.9
02900,Ackerstraße,29,292422.505 5631389.519
02900,Ackerstraße,31,292419.485 5631382.965
01006,Adalbertsberg,6,294968.393 5628759.366
01006,Adalbertsberg,6 a,294974.66 5628734.137
01006,Adalbertsberg,8,294978.953 5628714.812
01006,Adalbertsberg,10,294981.686 5628704.62
01006,Adalbertsberg,12,294983.313 5628698.608
01006,Adalbertsberg,14,294985.817 5628689.278
01006,Adalbertsberg,27,294980.365 5628767.001
01006,Adalbertsberg,29,294982.051 5628760.756
01006,Adalbertsberg,31,294992.361 5628721.369
01006,Adalbertsberg,33,294994.346 5628714.292
01006,Adalbertsberg,35,294995.893 5628709.024
01006,Adalbertsberg,37,294998.088 5628700.727
01006,Adalbertsberg,39,295000.001 5628693.592
01006,Adalbertsberg,41,295001.634 5628687.48
01006,Adalbertsberg,43,295003.527 5628680.356
01006,Adalbertsberg,45,295005.714 5628672.07
02000,Adalbertsteinweg,1,295306.477 5628794.884
02000,Adalbertsteinweg,1 b,295331.685 5628792.789
02000,Adalbertsteinweg,1 a,295320.522 5628793.713
02000,Adalbertsteinweg,2,295306.112 5628763.639
02000,Adalbertsteinweg,3,295342.449 5628791.902
02000,Adalbertsteinweg,4,295314.975 5628763.019
02000,Adalbertsteinweg,5,295351.218 5628791.175
02000,Adalbertsteinweg,6,295331.161 5628761.802
02000,Adalbertsteinweg,7,295358.181 5628790.592
02000,Adalbertsteinweg,8,295347.909 5628760.631
02000,Adalbertsteinweg,9,295365.254 5628790.005
02000,Adalbertsteinweg,10,295360.913 5628759.66
02000,Adalbertsteinweg,11,295372.07 5628789.247
02000,Adalbertsteinweg,12,295373.125 5628758.674
02000,Adalbertsteinweg,13,295389.031 5628787.878
02000,Adalbertsteinweg,14,295383.595 5628757.788
02000,Adalbertsteinweg,16,295390.046 5628757.115
02000,Adalbertsteinweg,21,295428.765 5628784.843
02000,Adalbertsteinweg,22,295471.743 5628749.955
02000,Adalbertsteinweg,24,295481.102 5628749.195
02000,Adalbertsteinweg,26,295490.734 5628748.503
02000,Adalbertsteinweg,27,295450.743 5628783.06
02000,Adalbertsteinweg,29,295461.347 5628782.179
02000,Adalbertsteinweg,33,295471.712 5628781.318
02000,Adalbertsteinweg,34,295519.972 5628735.455
02000,Adalbertsteinweg,35,295481.907 5628780.463
02000,Adalbertsteinweg,36,295526.114 5628698.432
02000,Adalbertsteinweg,37,295509.918 5628778.335
02000,Adalbertsteinweg,39,295523.352 5628777.399
02000,Adalbertsteinweg,42,295552.101 5628744.08
02000,Adalbertsteinweg,43,295538.822 5628776.301
02000,Adalbertsteinweg,44,295561.093 5628743.435
02000,Adalbertsteinweg,45,295548.285 5628775.677
02000,Adalbertsteinweg,46,295567.731 5628742.975
02000,Adalbertsteinweg,47,295550.451 5628781.602
02000,Adalbertsteinweg,48,295574.189 5628742.543
02000,Adalbertsteinweg,49,295557.93 5628778.528
02000,Adalbertsteinweg,50,295580.707 5628742.088
02000,Adalbertsteinweg,51,295569.075 5628774.212
02000,Adalbertsteinweg,52,295587.265 5628741.642
02000,Adalbertsteinweg,54,295593.793 5628741.197
02000,Adalbertsteinweg,56,295601.141 5628740.708
02000,Adalbertsteinweg,58,295608.598 5628740.205
02000,Adalbertsteinweg,59,295608.942 5628771.462
02000,Adalbertsteinweg,60,295615.506 5628739.744
02000,Adalbertsteinweg,62,295622.516 5628739.278
02000,Adalbertsteinweg,64,295630.126 5628738.686
02000,Adalbertsteinweg,66,295655.186 5628736.831
02000,Adalbertsteinweg,67,295626.915 5628770.372
02000,Adalbertsteinweg,68,295664.916 5628736.146
02000,Adalbertsteinweg,69,295635.758 5628769.973
02000,Adalbertsteinweg,70,295672.382 5628735.613
02000,Adalbertsteinweg,71,295656.669 5628768.053
02000,Adalbertsteinweg,72,295679.788 5628735.092
02000,Adalbertsteinweg,73,295663.324 5628767.523
02000,Adalbertsteinweg,74,295687.254 5628734.579
02000,Adalbertsteinweg,75,295669.889 5628767.006
02000,Adalbertsteinweg,76,295694.76 5628734.044
02000,Adalbertsteinweg,77,295678.14 5628766.341
02000,Adalbertsteinweg,78,295702.027 5628733.539
02000,Adalbertsteinweg,79,295687.52 5628765.619
02000,Adalbertsteinweg,80,295710.964 5628732.915
02000,Adalbertsteinweg,81,295699.91 5628764.805
02000,Adalbertsteinweg,84,295745.022 5628730.662
02000,Adalbertsteinweg,85,295707.885 5628764.241
02000,Adalbertsteinweg,86,295753.222 5628730.059
02000,Adalbertsteinweg,87,295714.81 5628763.706
02000,Adalbertsteinweg,88,295761.204 5628729.474
02000,Adalbertsteinweg,89,295722.682 5628763.099
02000,Adalbertsteinweg,90,295797.586 5628721.919
02000,Adalbertsteinweg,91,295743.011 5628762.439
02000,Adalbertsteinweg,92,295851.412 5628711.417
02000,Adalbertsteinweg,92 a,295871.118 5628721.725
02000,Adalbertsteinweg,94,295915.338 5628718.769
02000,Adalbertsteinweg,95,295753.432 5628760.839
02000,Adalbertsteinweg,96,295925.262 5628718.799
02000,Adalbertsteinweg,97,295767.931 5628759.852
02000,Adalbertsteinweg,98,295931.769 5628718.348
02000,Adalbertsteinweg,99,295775.457 5628759.326
02000,Adalbertsteinweg,100,295938.079 5628717.911
02000,Adalbertsteinweg,101,295782.863 5628758.805
02000,Adalbertsteinweg,102,295946.204 5628717.348
02000,Adalbertsteinweg,103,295789.61 5628758.33
02000,Adalbertsteinweg,104,295951.711 5628716.966
02000,Adalbertsteinweg,105,295798.134 5628757.744
02000,Adalbertsteinweg,106,295957.965 5628716.534
02000,Adalbertsteinweg,107,295805.54 5628757.203
02000,Adalbertsteinweg,108,295963.984 5628716.118
02000,Adalbertsteinweg,109,295815.323 5628756.585
02000,Adalbertsteinweg,110,295970.993 5628715.635
02000,Adalbertsteinweg,111,295823.115 5628755.969
02000,Adalbertsteinweg,113,295829.452 5628755.511
02000,Adalbertsteinweg,115,295835.819 5628755.063
02000,Adalbertsteinweg,116,296010.745 5628712.353
02000,Adalbertsteinweg,117,295842.995 5628754.551
02000,Adalbertsteinweg,118,296017.503 5628711.888
02000,Adalbertsteinweg,119,295855.22 5628753.675
02000,Adalbertsteinweg,120,296024.222 5628711.434
02000,Adalbertsteinweg,121,295866.707 5628752.848
02000,Adalbertsteinweg,123 a,295951.553 5628751.525
02000,Adalbertsteinweg,123 c,295963.433 5628753.456
02000,Adalbertsteinweg,123 d,295969.528 5628754.439
02000,Adalbertsteinweg,123,295975.084 5628755.445
02000,Adalbertsteinweg,123 b,295956.993 5628752.386
02000,Adalbertsteinweg,126,296046.191 5628709.944
02000,Adalbertsteinweg,128,296054.57 5628709.372
02000,Adalbertsteinweg,130,296097.471 5628704.094
02000,Adalbertsteinweg,132,296111.002 5628699.301
02000,Adalbertsteinweg,134,296121.602 5628692.091
02000,Adalbertsteinweg,138,296130.725 5628685.189
02000,Adalbertsteinweg,140,296136.202 5628681.054
02000,Adalbertsteinweg,142,296141.357 5628677.152
02000,Adalbertsteinweg,144,296147.303 5628672.646
02000,Adalbertsteinweg,146,296152.783 5628668.58
02000,Adalbertsteinweg,148,296159.01 5628663.943
02000,Adalbertsteinweg,150,296165.558 5628659.073
02000,Adalbertsteinweg,152,296171.871 5628654.383
02000,Adalbertsteinweg,154,296178.211 5628649.571
02000,Adalbertsteinweg,156,296184.989 5628644.431
02000,Adalbertsteinweg,158,296191.371 5628639.607
02000,Adalbertsteinweg,160,296197.446 5628635.023
02000,Adalbertsteinweg,161,296195.622 5628674.602
02000,Adalbertsteinweg,162,296203.131 5628630.751
02000,Adalbertsteinweg,163,296199.671 5628671.525
02000,Adalbertsteinweg,164,296209.163 5628626.181
02000,Adalbertsteinweg,165,296204.914 5628667.529
02000,Adalbertsteinweg,166,296215.832 5628621.175
02000,Adalbertsteinweg,167,296210.158 5628663.542
02000,Adalbertsteinweg,168,296222.016 5628616.533
02000,Adalbertsteinweg,169,296214.936 5628659.904
02000,Adalbertsteinweg,170,296227.586 5628612.274
02000,Adalbertsteinweg,171,296219.208 5628656.657
02000,Adalbertsteinweg,172,296233.761 5628607.57
02000,Adalbertsteinweg,173,296226.349 5628651.333
02000,Adalbertsteinweg,175,296235.161 5628644.78
02000,Adalbertsteinweg,174,296239.742 5628603.033
02000,Adalbertsteinweg,175 b,296250.249 5628633.328
02000,Adalbertsteinweg,175 a,296243.113 5628638.762
02000,Adalbertsteinweg,176,296245.182 5628598.969
02000,Adalbertsteinweg,177,296256.464 5628628.622
02000,Adalbertsteinweg,178,296250.796 5628594.757
02000,Adalbertsteinweg,179,296262.941 5628623.735
02000,Adalbertsteinweg,180,296256.392 5628590.577
02000,Adalbertsteinweg,181,296270.429 5628618.086
02000,Adalbertsteinweg,182,296262.019 5628586.354
02000,Adalbertsteinweg,183,296277.643 5628612.608
02000,Adalbertsteinweg,184,296268.46 5628581.528
02000,Adalbertsteinweg,185,296287.052 5628605.45
02000,Adalbertsteinweg,186,296277.659 5628574.699
02000,Adalbertsteinweg,195,296318.919 5628581.194
02000,Adalbertsteinweg,197,296324.661 5628576.917
02000,Adalbertsteinweg,199,296332.696 5628570.956
02000,Adalbertsteinweg,201,296339.465 5628565.867
02000,Adalbertsteinweg,203,296348.903 5628558.718
02000,Adalbertsteinweg,204,296306.806 5628552.722
02000,Adalbertsteinweg,205,296354.312 5628554.615
02000,Adalbertsteinweg,206,296312.136 5628548.684
02000,Adalbertsteinweg,207,296363.236 5628547.867
02000,Adalbertsteinweg,208,296318.084 5628544.082
02000,Adalbertsteinweg,209,296374.027 5628539.732
02000,Adalbertsteinweg,210,296324.779 5628539.031
02000,Adalbertsteinweg,211,296388.877 5628528.509
02000,Adalbertsteinweg,212,296329.463 5628535.128
02000,Adalbertsteinweg,214,296334.949 5628530.992
02000,Adalbertsteinweg,216 a,296330.618 5628507.308
02000,Adalbertsteinweg,216,296343.483 5628524.374
02000,Adalbertsteinweg,218,296349.851 5628520.231
02000,Adalbertsteinweg,220,296356.35 5628515.292
02000,Adalbertsteinweg,222,296364.996 5628508.744
02000,Adalbertsteinweg,223,296401.104 5628519.284
02000,Adalbertsteinweg,224,296370.613 5628504.47
02000,Adalbertsteinweg,225,296409.883 5628512.642
02000,Adalbertsteinweg,226,296376.959 5628499.655
02000,Adalbertsteinweg,227,296416.73 5628507.5
02000,Adalbertsteinweg,228,296383.679 5628494.522
02000,Adalbertsteinweg,229,296422.364 5628503.268
02000,Adalbertsteinweg,230,296390.763 5628489.362
02000,Adalbertsteinweg,231,296427.997 5628499.035
02000,Adalbertsteinweg,232 a,296418.396 5628468.119
02000,Adalbertsteinweg,232 b,296423.231 5628464.44
02000,Adalbertsteinweg,232,296407.677 5628476.275
02000,Adalbertsteinweg,233,296434.572 5628494.084
02000,Adalbertsteinweg,233 a,296479.849 5628459.946
02000,Adalbertsteinweg,234,296428.397 5628460.51
02000,Adalbertsteinweg,235,296486.362 5628454.957
02000,Adalbertsteinweg,236,296434.932 5628455.541
02000,Adalbertsteinweg,237,296492.957 5628449.985
02000,Adalbertsteinweg,238,296456.1 5628439.801
02000,Adalbertsteinweg,239,296500.54 5628444.242
02000,Adalbertsteinweg,240,296462.521 5628434.777
02000,Adalbertsteinweg,241,296507.989 5628438.614
02000,Adalbertsteinweg,242,296471.834 5628428.807
02000,Adalbertsteinweg,243,296516.573 5628432.11
02000,Adalbertsteinweg,244,296480.062 5628421.553
02000,Adalbertsteinweg,245,296522.846 5628427.371
02000,Adalbertsteinweg,246,296485.947 5628417.053
02000,Adalbertsteinweg,247,296530.577 5628421.532
02000,Adalbertsteinweg,248,296490.315 5628413.575
02000,Adalbertsteinweg,249,296552.074 5628405.185
02000,Adalbertsteinweg,250,296497.728 5628407.837
02000,Adalbertsteinweg,251,296558.978 5628400.21
02000,Adalbertsteinweg,252,296503.834 5628403.323
02000,Adalbertsteinweg,253,296565.034 5628395.771
02000,Adalbertsteinweg,254,296511.194 5628398.568
02000,Adalbertsteinweg,255,296573.881 5628389.086
02000,Adalbertsteinweg,256,296515.952 5628394.159
02000,Adalbertsteinweg,257,296585.315 5628380.283
02000,Adalbertsteinweg,258,296521.534 5628389.864
02000,Adalbertsteinweg,259,296612.245 5628402.2
02000,Adalbertsteinweg,260,296527.115 5628385.618
02000,Adalbertsteinweg,262,296532.739 5628381.412
02000,Adalbertsteinweg,263,296601.03 5628368.456
02000,Adalbertsteinweg,264,296539.397 5628376.287
02000,Adalbertsteinweg,265,296611.019 5628361.045
02000,Adalbertsteinweg,266,296547.944 5628369.77
02000,Adalbertsteinweg,267,296618.701 5628355.249
02000,Adalbertsteinweg,270,296590.974 5628337.004
02000,Adalbertsteinweg,271,296645.453 5628335.224
02000,Adalbertsteinweg,272,296598.242 5628331.365
02000,Adalbertsteinweg,273,296650.994 5628331.223
02000,Adalbertsteinweg,274,296608.436 5628323.317
02000,Adalbertsteinweg,275,296656.383 5628326.91
02000,Adalbertsteinweg,276,296620 5628314.046
02000,Adalbertsteinweg,277,296662.494 5628322.298
02000,Adalbertsteinweg,278,296630.513 5628306.1
02000,Adalbertsteinweg,279,296667.796 5628317.969
02000,Adalbertsteinweg,280,296637.834 5628300.778
02000,Adalbertsteinweg,281,296675.99 5628312.211
02000,Adalbertsteinweg,282,296645.169 5628295.065
02000,Adalbertsteinweg,283,296683.066 5628306.79
02000,Adalbertsteinweg,285,296689.27 5628302.095
02000,Adalbertsteinweg,287,296696.388 5628296.733
02000,Adalbertsteinweg,17/19,295417.172 5628785.774
02000,Adalbertsteinweg,18/20,295460.557 5628750.773
02000,Adalbertsteinweg,23/25,295438.143 5628784.102
02000,Adalbertsteinweg,28/30,295498.092 5628747.976
02000,Adalbertsteinweg,38/40,295537.361 5628745.142
02000,Adalbertsteinweg,55/57,295585.228 5628772.926
02000,Adalbertsteinweg,112/114,295980.68 5628714.967
02000,Adalbertsteinweg,122/124,296035.495 5628710.98
01008,Adalbertstift,2,295199.592 5628799.175
01008,Adalbertstift,4,295195.063 5628804.949
01008,Adalbertstift,6,295209.475 5628810.017
01008,Adalbertstift,7,295201.986 5628846.266
01008,Adalbertstift,9,295214.956 5628845.738
01008,Adalbertstift,12,295219.192 5628837.147
01008,Adalbertstift,8/10,295218.695 5628830.734
01005,Adalbert-Stifter-Straße,1,298620.846 5626158.014
01005,Adalbert-Stifter-Straße,2,298612.146 5626137.062
01005,Adalbert-Stifter-Straße,3,298638.581 5626148.739
01005,Adalbert-Stifter-Straße,4,298630.101 5626127.737
01005,Adalbert-Stifter-Straße,5,298656.806 5626140.742
01005,Adalbert-Stifter-Straße,6,298644.641 5626112.482
01005,Adalbert-Stifter-Straße,7,298674.01 5626130.222
01005,Adalbert-Stifter-Straße,8,298665.087 5626108.448
01009,Adalbertstraße,1,294732.867 5628842.154
01009,Adalbertstraße,3,294740.384 5628842.69
01009,Adalbertstraße,12,294722.732 5628824.028
01009,Adalbertstraße,14,294730.153 5628824.53
01009,Adalbertstraße,16,294741.521 5628825.418
01009,Adalbertstraße,18,294754.742 5628826.443
01009,Adalbertstraße,25 a,294756.457 5628843.878
01009,Adalbertstraße,25,294747.461 5628843.203
01009,Adalbertstraße,27,294767.767 5628844.6
01009,Adalbertstraße,32,294832.168 5628831.785
01009,Adalbertstraße,33,294798.177 5628846.068
01009,Adalbertstraße,34,294840.61 5628832.629
01009,Adalbertstraße,35,294810.665 5628846.222
01009,Adalbertstraße,36,294846.61 5628833.157
01009,Adalbertstraße,37,294827.233 5628846.54
01009,Adalbertstraße,38,294855.375 5628834.335
01009,Adalbertstraße,39,294849.578 5628847.325
01009,Adalbertstraße,40,294859.986 5628834.527
01009,Adalbertstraße,41 b,294882.505 5628851.594
01009,Adalbertstraße,41 a,294872.675 5628849.611
01009,Adalbertstraße,41,294865.501 5628848.22
01009,Adalbertstraße,42,294864.412 5628833.889
01009,Adalbertstraße,43,294891.791 5628854.5
01009,Adalbertstraße,44 a,294880.663 5628836.38
01009,Adalbertstraße,44,294871.746 5628834.663
01009,Adalbertstraße,46,294890.677 5628838.515
01009,Adalbertstraße,48,294898.669 5628840.936
01009,Adalbertstraße,49,294909.17 5628863.473
01009,Adalbertstraße,50,294905.763 5628843.522
01009,Adalbertstraße,51,294917.314 5628867.655
01009,Adalbertstraße,52,294911.414 5628845.428
01009,Adalbertstraße,54,294915.816 5628847.145
01009,Adalbertstraße,56,294920.046 5628849.144
01009,Adalbertstraße,57,294953.083 5628888.587
01009,Adalbertstraße,58,294924.935 5628851.252
01009,Adalbertstraße,60,294949.538 5628857.654
01009,Adalbertstraße,61,294992.483 5628880.031
01009,Adalbertstraße,63,295002.152 5628877.066
01009,Adalbertstraße,65,295011.958 5628874.584
01009,Adalbertstraße,66,294962.932 5628860.381
01009,Adalbertstraße,67 a,295024.875 5628871.354
01009,Adalbertstraße,67,295020.371 5628872.586
01009,Adalbertstraße,68,294973.343 5628863.124
01009,Adalbertstraße,69,295031.84 5628869.543
01009,Adalbertstraße,70,294978.916 5628865.152
01009,Adalbertstraße,71 a,295050.555 5628864.67
01009,Adalbertstraße,71,295042.08 5628866.444
01009,Adalbertstraße,73,295059.638 5628862.339
01009,Adalbertstraße,79,295074.175 5628858.709
01009,Adalbertstraße,80,295025.35 5628859.562
01009,Adalbertstraße,82,295031.654 5628857.563
01009,Adalbertstraße,84,295039.164 5628855.637
01009,Adalbertstraße,85,295093.367 5628854.694
01009,Adalbertstraße,87,295102.057 5628851.529
01009,Adalbertstraße,90,295054.259 5628851.539
01009,Adalbertstraße,93,295122.15 5628846.171
01009,Adalbertstraße,95,295132.023 5628843.566
